# provenance: commit=PLACEHOLDER dirty=PLACEHOLDER
name,kind,refs,margin_mm,box_dist_mm,copper_dist_mm,domains,verdict
sep_courtyard_C10_R53_C10_R53,courtyard,"C10,R53",0.4,213.36,214.729,,CLEAN
sep_courtyard_C10_R54_C10_R54,courtyard,"C10,R54",0.4,45.65,46.187,,CLEAN
sep_courtyard_C10_R55_C10_R55,courtyard,"C10,R55",0.4,18.91,19.522,,CLEAN
sep_courtyard_C10_R57_C10_R57,courtyard,"C10,R57",0.4,145.54,157.395,,CLEAN
sep_courtyard_C10_R58_C10_R58,courtyard,"C10,R58",0.4,108.71,109.409,,CLEAN
sep_courtyard_C10_R59_C10_R59,courtyard,"C10,R59",0.4,223.4,223.917,,CLEAN
sep_courtyard_C10_R60_C10_R60,courtyard,"C10,R60",0.4,8.78,9.39,,CLEAN
sep_courtyard_C10_R61_C10_R61,courtyard,"C10,R61",0.4,178.63,179.518,,CLEAN
sep_courtyard_C10_R62_C10_R62,courtyard,"C10,R62",0.4,119.87,145.736,,CLEAN
sep_courtyard_C10_R63_C10_R63,courtyard,"C10,R63",0.4,213.37,214.306,,CLEAN
sep_courtyard_C10_R64_C10_R64,courtyard,"C10,R64",0.4,111.6,115.75,,CLEAN
sep_courtyard_C10_R65_C10_R65,courtyard,"C10,R65",0.4,58.38,59.342,,CLEAN
sep_courtyard_C10_R66_C10_R66,courtyard,"C10,R66",0.4,60.5,64.537,,CLEAN
sep_courtyard_C10_R67_C10_R67,courtyard,"C10,R67",0.4,116.4,116.945,,CLEAN
sep_courtyard_C10_R68_C10_R68,courtyard,"C10,R68",0.4,182.51,201.227,,CLEAN
sep_courtyard_C10_R69_C10_R69,courtyard,"C10,R69",0.4,30.67,34.836,,CLEAN
sep_courtyard_C10_R70_C10_R70,courtyard,"C10,R70",0.4,213.36,213.989,,CLEAN
sep_courtyard_C10_R71_C10_R71,courtyard,"C10,R71",0.4,116.4,117.259,,CLEAN
sep_courtyard_C10_R72_C10_R72,courtyard,"C10,R72",0.4,159.06,177.982,,CLEAN
sep_courtyard_C10_R73_C10_R73,courtyard,"C10,R73",0.4,42.99,43.583,,CLEAN
sep_courtyard_C10_R74_C10_R74,courtyard,"C10,R74",0.4,2.48,3.769,,CLEAN
sep_courtyard_C10_R75_C10_R75,courtyard,"C10,R75",0.4,214.26,216.182,,CLEAN
sep_courtyard_C10_R76_C10_R76,courtyard,"C10,R76",0.4,66.56,67.158,,CLEAN
sep_courtyard_C10_R77_C10_R77,courtyard,"C10,R77",0.4,111.45,116.486,,CLEAN
sep_courtyard_C10_R78_C10_R78,courtyard,"C10,R78",0.4,60.78,65.64,,CLEAN
sep_courtyard_C10_R79_C10_R79,courtyard,"C10,R79",0.4,17.4,23.64,,CLEAN
sep_courtyard_C10_SW1_C10_SW1,courtyard,"C10,SW1",0.4,213.36,213.88,,CLEAN
sep_courtyard_C10_SW2_C10_SW2,courtyard,"C10,SW2",0.4,115.41,120.298,,CLEAN
sep_courtyard_C10_TP1_C10_TP1,courtyard,"C10,TP1",0.4,117.87,118.198,,CLEAN
sep_courtyard_C10_TP2_C10_TP2,courtyard,"C10,TP2",0.4,111.45,111.803,,CLEAN
sep_courtyard_C10_TP3_C10_TP3,courtyard,"C10,TP3",0.4,74.37,97.963,,CLEAN
sep_courtyard_C10_U10_C10_U10,courtyard,"C10,U10",0.4,191.33,203.02,,CLEAN
sep_courtyard_C10_U11_C10_U11,courtyard,"C10,U11",0.4,69.97,85.936,,CLEAN
sep_courtyard_C10_U12_C10_U12,courtyard,"C10,U12",0.4,60.65,70.464,,CLEAN
sep_courtyard_C10_U13_C10_U13,courtyard,"C10,U13",0.4,34.03,37.697,,CLEAN
sep_courtyard_C10_U14_C10_U14,courtyard,"C10,U14",0.4,37.89,40.876,,CLEAN
sep_courtyard_C10_U15_C10_U15,courtyard,"C10,U15",0.4,191.33,204.731,,CLEAN
sep_courtyard_C10_U16_C10_U16,courtyard,"C10,U16",0.4,56.28,64.44,,CLEAN
sep_courtyard_C10_U17_C10_U17,courtyard,"C10,U17",0.4,145.54,150.726,,CLEAN
sep_courtyard_C10_U18_C10_U18,courtyard,"C10,U18",0.4,161.09,174.946,,CLEAN
sep_courtyard_C10_U19_C10_U19,courtyard,"C10,U19",0.4,42.4,45.843,,CLEAN
sep_courtyard_C10_U20_C10_U20,courtyard,"C10,U20",0.4,111.01,112.125,,CLEAN
sep_courtyard_C10_U21_C10_U21,courtyard,"C10,U21",0.4,216.73,218.689,,CLEAN
sep_courtyard_C10_U22_C10_U22,courtyard,"C10,U22",0.4,213.87,214.582,,CLEAN
sep_courtyard_C10_U23_C10_U23,courtyard,"C10,U23",0.4,54.58,55.575,,CLEAN
sep_courtyard_C10_U24_C10_U24,courtyard,"C10,U24",0.4,165.93,179.091,,CLEAN
sep_courtyard_C10_U25_C10_U25,courtyard,"C10,U25",0.4,125.09,125.664,,CLEAN
sep_courtyard_C10_U26_C10_U26,courtyard,"C10,U26",0.4,108.71,110.783,,CLEAN
sep_courtyard_C10_U27_C10_U27,courtyard,"C10,U27",0.4,57.1,59.333,,CLEAN
sep_courtyard_C10_U4_C10_U4,courtyard,"C10,U4",0.4,119.61,120.65,,CLEAN
sep_courtyard_C10_U9_C10_U9,courtyard,"C10,U9",0.4,218.72,219.331,,CLEAN
sep_courtyard_C11_R34_C11_R34,courtyard,"C11,R34",0.4,80.41,84.605,,CLEAN
sep_courtyard_C11_R40_C11_R40,courtyard,"C11,R40",0.4,48.82,58.646,,CLEAN
sep_courtyard_C11_R42_C11_R42,courtyard,"C11,R42",0.4,118.29,118.998,,CLEAN
sep_courtyard_C11_R45_C11_R45,courtyard,"C11,R45",0.4,193.44,210.468,,CLEAN
sep_courtyard_C11_R52_C11_R52,courtyard,"C11,R52",0.4,112.28,112.785,,CLEAN
sep_courtyard_C11_R57_C11_R57,courtyard,"C11,R57",0.4,117.25,117.746,,CLEAN
sep_courtyard_C11_R64_C11_R64,courtyard,"C11,R64",0.4,83.31,87.909,,CLEAN
sep_courtyard_C11_R69_C11_R69,courtyard,"C11,R69",0.4,40.41,41.039,,CLEAN
sep_courtyard_C11_R72_C11_R72,courtyard,"C11,R72",0.4,137.48,190.641,,CLEAN
sep_courtyard_C12_R34_C12_R34,courtyard,"C12,R34",0.4,92.29,93.553,,CLEAN
sep_courtyard_C12_R40_C12_R40,courtyard,"C12,R40",0.4,19.01,20.755,,CLEAN
sep_courtyard_C12_R42_C12_R42,courtyard,"C12,R42",0.4,75.65,78.482,,CLEAN
sep_courtyard_C12_R45_C12_R45,courtyard,"C12,R45",0.4,205.32,209.523,,CLEAN
sep_courtyard_C12_R52_C12_R52,courtyard,"C12,R52",0.4,124.16,131.659,,CLEAN
sep_courtyard_C12_R57_C12_R57,courtyard,"C12,R57",0.4,129.13,135.725,,CLEAN
sep_courtyard_C12_R64_C12_R64,courtyard,"C12,R64",0.4,95.19,96.252,,CLEAN
sep_courtyard_C12_R69_C12_R69,courtyard,"C12,R69",0.4,14.26,14.775,,CLEAN
sep_courtyard_C12_R72_C12_R72,courtyard,"C12,R72",0.4,142.65,172.188,,CLEAN
sep_courtyard_C13_R34_C13_R34,courtyard,"C13,R34",0.4,42.47,46.434,,CLEAN
sep_courtyard_C13_R40_C13_R40,courtyard,"C13,R40",0.4,69.07,81.536,,CLEAN
sep_courtyard_C13_R42_C13_R42,courtyard,"C13,R42",0.4,111.16,114.811,,CLEAN
sep_courtyard_C13_R45_C13_R45,courtyard,"C13,R45",0.4,155.5,172.934,,CLEAN
sep_courtyard_C13_R52_C13_R52,courtyard,"C13,R52",0.4,74.34,75.523,,CLEAN
sep_courtyard_C13_R57_C13_R57,courtyard,"C13,R57",0.4,79.31,80.207,,CLEAN
sep_courtyard_C13_R64_C13_R64,courtyard,"C13,R64",0.4,45.37,49.805,,CLEAN
sep_courtyard_C13_R69_C13_R69,courtyard,"C13,R69",0.4,33.28,45.447,,CLEAN
sep_courtyard_C13_R72_C13_R72,courtyard,"C13,R72",0.4,130.35,160.912,,CLEAN
sep_courtyard_C14_C17_C14_C17,courtyard,"C14,C17",0.4,87.71,122.436,,CLEAN
sep_courtyard_C14_C2_C14_C2,courtyard,"C14,C2",0.4,22.62,44.223,,CLEAN
sep_courtyard_C14_C22_C14_C22,courtyard,"C14,C22",0.4,153.44,165.374,,CLEAN
sep_courtyard_C14_C23_C14_C23,courtyard,"C14,C23",0.4,114.16,121.895,,CLEAN
sep_courtyard_C14_C24_C14_C24,courtyard,"C14,C24",0.4,87.82,104.917,,CLEAN
sep_courtyard_C14_C3_C14_C3,courtyard,"C14,C3",0.4,39.33,47.039,,CLEAN
sep_courtyard_C14_C4_C14_C4,courtyard,"C14,C4",0.4,135.5,152.189,,CLEAN
sep_courtyard_C14_C5_C14_C5,courtyard,"C14,C5",0.4,186.84,194.54,,CLEAN
sep_courtyard_C14_C7_C14_C7,courtyard,"C14,C7",0.4,206.13,210.93,,CLEAN
sep_courtyard_C14_C8_C14_C8,courtyard,"C14,C8",0.4,194.05,196.197,,CLEAN
sep_courtyard_C14_D2_C14_D2,courtyard,"C14,D2",0.4,34.88,38.609,,CLEAN
sep_courtyard_C14_R11_C14_R11,courtyard,"C14,R11",0.4,136.55,161.828,,CLEAN
sep_courtyard_C14_R12_C14_R12,courtyard,"C14,R12",0.4,160.6,163.04,,CLEAN
sep_courtyard_C14_R13_C14_R13,courtyard,"C14,R13",0.4,139.86,141.682,,CLEAN
sep_courtyard_C14_R14_C14_R14,courtyard,"C14,R14",0.4,87.71,99.185,,CLEAN
sep_courtyard_C14_R19_C14_R19,courtyard,"C14,R19",0.4,212.95,214.096,,CLEAN
sep_courtyard_C14_R20_C14_R20,courtyard,"C14,R20",0.4,92.06,118.647,,CLEAN
sep_courtyard_C14_R23_C14_R23,courtyard,"C14,R23",0.4,87.71,120.617,,CLEAN
sep_courtyard_C14_R27_C14_R27,courtyard,"C14,R27",0.4,189.19,205.574,,CLEAN
sep_courtyard_C14_R28_C14_R28,courtyard,"C14,R28",0.4,149.96,172.567,,CLEAN
sep_courtyard_C14_R30_C14_R30,courtyard,"C14,R30",0.4,87.7,122.888,,CLEAN
sep_courtyard_C14_R4_C14_R4,courtyard,"C14,R4",0.4,127.43,139.913,,CLEAN
sep_courtyard_C14_R5_C14_R5,courtyard,"C14,R5",0.4,104.08,109.959,,CLEAN
sep_courtyard_C14_R51_C14_R51,courtyard,"C14,R51",0.4,154.12,159.361,,CLEAN
sep_courtyard_C14_R56_C14_R56,courtyard,"C14,R56",0.4,101.78,120.179,,CLEAN
sep_courtyard_C14_R7_C14_R7,courtyard,"C14,R7",0.4,194.04,194.765,,CLEAN
sep_courtyard_C14_R8_C14_R8,courtyard,"C14,R8",0.4,188.76,200.129,,CLEAN
sep_courtyard_C14_R9_C14_R9,courtyard,"C14,R9",0.4,129.82,172.445,,CLEAN
sep_courtyard_C14_RT1_C14_RT1,courtyard,"C14,RT1",0.4,176.32,200.943,,CLEAN
sep_courtyard_C14_U1_C14_U1,courtyard,"C14,U1",0.4,186.84,190.694,,CLEAN
sep_courtyard_C14_U2_C14_U2,courtyard,"C14,U2",0.4,139.26,177.889,,CLEAN
sep_courtyard_C14_U8_C14_U8,courtyard,"C14,U8",0.4,112.14,118.222,,CLEAN
sep_courtyard_C15_R34_C15_R34,courtyard,"C15,R34",0.4,28.7,29.756,,CLEAN
sep_courtyard_C15_R40_C15_R40,courtyard,"C15,R40",0.4,121.21,121.818,,CLEAN
sep_courtyard_C15_R42_C15_R42,courtyard,"C15,R42",0.4,77.98,97.962,,CLEAN
sep_courtyard_C15_R45_C15_R45,courtyard,"C15,R45",0.4,103.12,105.805,,CLEAN
sep_courtyard_C15_R52_C15_R52,courtyard,"C15,R52",0.4,59.21,63.949,,CLEAN
sep_courtyard_C15_R57_C15_R57,courtyard,"C15,R57",0.4,57.1,63.962,,CLEAN
sep_courtyard_C15_R64_C15_R64,courtyard,"C15,R64",0.4,27.24,27.928,,CLEAN
sep_courtyard_C15_R69_C15_R69,courtyard,"C15,R69",0.4,81.78,83.614,,CLEAN
sep_courtyard_C15_R72_C15_R72,courtyard,"C15,R72",0.4,77.02,87.85,,CLEAN
sep_courtyard_C16_R34_C16_R34,courtyard,"C16,R34",0.4,107.61,135.413,,CLEAN
sep_courtyard_C16_R40_C16_R40,courtyard,"C16,R40",0.4,197.13,214.683,,CLEAN
sep_courtyard_C16_R42_C16_R42,courtyard,"C16,R42",0.4,153.9,155.22,,CLEAN
sep_courtyard_C16_R45_C16_R45,courtyard,"C16,R45",0.4,52.0,59.64,,CLEAN
sep_courtyard_C16_R52_C16_R52,courtyard,"C16,R52",0.4,138.12,146.412,,CLEAN
sep_courtyard_C16_R57_C16_R57,courtyard,"C16,R57",0.4,136.01,143.561,,CLEAN
sep_courtyard_C16_R64_C16_R64,courtyard,"C16,R64",0.4,106.15,132.761,,CLEAN
sep_courtyard_C16_R69_C16_R69,courtyard,"C16,R69",0.4,157.7,183.876,,CLEAN
sep_courtyard_C16_R72_C16_R72,courtyard,"C16,R72",0.4,30.81,31.386,,CLEAN
sep_courtyard_C17_C2_C17_C2,courtyard,"C17,C2",0.4,42.6,66.574,,CLEAN
sep_courtyard_C17_C22_C17_C22,courtyard,"C17,C22",0.4,66.14,72.144,,CLEAN
sep_courtyard_C17_C23_C17_C23,courtyard,"C17,C23",0.4,40.72,47.057,,CLEAN
sep_courtyard_C17_C24_C17_C24,courtyard,"C17,C24",0.4,22.27,27.079,,CLEAN
sep_courtyard_C17_C3_C17_C3,courtyard,"C17,C3",0.4,61.88,80.231,,CLEAN
sep_courtyard_C17_C4_C17_C4,courtyard,"C17,C4",0.4,48.2,68.021,,CLEAN
sep_courtyard_C17_C5_C17_C5,courtyard,"C17,C5",0.4,99.54,134.362,,CLEAN
sep_courtyard_C17_C7_C17_C7,courtyard,"C17,C7",0.4,118.83,144.29,,CLEAN
sep_courtyard_C17_C8_C17_C8,courtyard,"C17,C8",0.4,110.41,158.208,,CLEAN
sep_courtyard_C17_D2_C17_D2,courtyard,"C17,D2",0.4,65.53,83.832,,CLEAN
sep_courtyard_C17_R11_C17_R11,courtyard,"C17,R11",0.4,49.25,53.614,,CLEAN
sep_courtyard_C17_R12_C17_R12,courtyard,"C17,R12",0.4,113.55,139.186,,CLEAN
sep_courtyard_C17_R13_C17_R13,courtyard,"C17,R13",0.4,64.05,86.727,,CLEAN
sep_courtyard_C17_R14_C17_R14,courtyard,"C17,R14",0.4,34.17,37.971,,CLEAN
sep_courtyard_C17_R19_C17_R19,courtyard,"C17,R19",0.4,125.65,143.872,,CLEAN
sep_courtyard_C17_R20_C17_R20,courtyard,"C17,R20",0.4,3.07,3.635,,CLEAN
sep_courtyard_C17_R23_C17_R23,courtyard,"C17,R23",0.4,0.41,0.905,,CLEAN
sep_courtyard_C17_R27_C17_R27,courtyard,"C17,R27",0.4,101.89,102.561,,CLEAN
sep_courtyard_C17_R28_C17_R28,courtyard,"C17,R28",0.4,62.66,63.264,,CLEAN
sep_courtyard_C17_R30_C17_R30,courtyard,"C17,R30",0.4,0.4,0.79,,CLEAN
sep_courtyard_C17_R4_C17_R4,courtyard,"C17,R4",0.4,40.13,49.922,,CLEAN
sep_courtyard_C17_R5_C17_R5,courtyard,"C17,R5",0.4,47.21,49.376,,CLEAN
sep_courtyard_C17_R51_C17_R51,courtyard,"C17,R51",0.4,66.82,83.114,,CLEAN
sep_courtyard_C17_R56_C17_R56,courtyard,"C17,R56",0.4,17.32,20.594,,CLEAN
sep_courtyard_C17_R7_C17_R7,courtyard,"C17,R7",0.4,106.74,148.333,,CLEAN
sep_courtyard_C17_R8_C17_R8,courtyard,"C17,R8",0.4,101.46,104.528,,CLEAN
sep_courtyard_C17_R9_C17_R9,courtyard,"C17,R9",0.4,42.52,47.734,,CLEAN
sep_courtyard_C17_RT1_C17_RT1,courtyard,"C17,RT1",0.4,89.02,89.355,,CLEAN
sep_courtyard_C17_U1_C17_U1,courtyard,"C17,U1",0.4,111.79,153.433,,CLEAN
sep_courtyard_C17_U2_C17_U2,courtyard,"C17,U2",0.4,51.96,56.632,,CLEAN
sep_courtyard_C17_U8_C17_U8,courtyard,"C17,U8",0.4,44.08,49.401,,CLEAN
sep_courtyard_C18_R34_C18_R34,courtyard,"C18,R34",0.4,115.17,160.57,,CLEAN
sep_courtyard_C18_R40_C18_R40,courtyard,"C18,R40",0.4,90.55,91.08,,CLEAN
sep_courtyard_C18_R42_C18_R42,courtyard,"C18,R42",0.4,36.34,43.653,,CLEAN
sep_courtyard_C18_R45_C18_R45,courtyard,"C18,R45",0.4,223.6,232.117,,CLEAN
sep_courtyard_C18_R52_C18_R52,courtyard,"C18,R52",0.4,145.68,204.67,,CLEAN
sep_courtyard_C18_R57_C18_R57,courtyard,"C18,R57",0.4,147.41,206.683,,CLEAN
sep_courtyard_C18_R64_C18_R64,courtyard,"C18,R64",0.4,113.71,161.531,,CLEAN
sep_courtyard_C18_R69_C18_R69,courtyard,"C18,R69",0.4,100.46,106.362,,CLEAN
sep_courtyard_C18_R72_C18_R72,courtyard,"C18,R72",0.4,160.93,161.465,,CLEAN
sep_courtyard_C19_R34_C19_R34,courtyard,"C19,R34",0.4,110.79,149.73,,CLEAN
sep_courtyard_C19_R40_C19_R40,courtyard,"C19,R40",0.4,86.17,87.652,,CLEAN
sep_courtyard_C19_R42_C19_R42,courtyard,"C19,R42",0.4,25.14,31.918,,CLEAN
sep_courtyard_C19_R45_C19_R45,courtyard,"C19,R45",0.4,212.4,220.164,,CLEAN
sep_courtyard_C19_R52_C19_R52,courtyard,"C19,R52",0.4,141.3,193.763,,CLEAN
sep_courtyard_C19_R57_C19_R57,courtyard,"C19,R57",0.4,139.19,195.652,,CLEAN
sep_courtyard_C19_R64_C19_R64,courtyard,"C19,R64",0.4,109.33,150.589,,CLEAN
sep_courtyard_C19_R69_C19_R69,courtyard,"C19,R69",0.4,96.08,99.114,,CLEAN
sep_courtyard_C19_R72_C19_R72,courtyard,"C19,R72",0.4,149.73,150.24,,CLEAN
sep_courtyard_C2_C22_C2_C22,courtyard,"C2,C22",0.4,111.94,120.643,,CLEAN
sep_courtyard_C2_C23_C2_C23,courtyard,"C2,C23",0.4,61.45,70.123,,CLEAN
sep_courtyard_C2_C24_C2_C24,courtyard,"C2,C24",0.4,35.11,48.903,,CLEAN
sep_courtyard_C2_C3_C2_C3,courtyard,"C2,C3",0.4,0.4,16.419,,CLEAN
sep_courtyard_C2_C4_C2_C4,courtyard,"C2,C4",0.4,94.0,109.624,,CLEAN
sep_courtyard_C2_C5_C2_C5,courtyard,"C2,C5",0.4,145.34,162.297,,CLEAN
sep_courtyard_C2_C7_C2_C7,courtyard,"C2,C7",0.4,164.63,177.646,,CLEAN
sep_courtyard_C2_C8_C2_C8,courtyard,"C2,C8",0.4,152.55,171.568,,CLEAN
sep_courtyard_C2_D2_C2_D2,courtyard,"C2,D2",0.4,4.05,12.058,,CLEAN
sep_courtyard_C2_R11_C2_R11,courtyard,"C2,R11",0.4,95.05,111.924,,CLEAN
sep_courtyard_C2_R12_C2_R12,courtyard,"C2,R12",0.4,119.1,141.361,,CLEAN
sep_courtyard_C2_R13_C2_R13,courtyard,"C2,R13",0.4,98.36,106.912,,CLEAN
sep_courtyard_C2_R14_C2_R14,courtyard,"C2,R14",0.4,35.0,44.732,,CLEAN
sep_courtyard_C2_R19_C2_R19,courtyard,"C2,R19",0.4,171.45,179.664,,CLEAN
sep_courtyard_C2_R20_C2_R20,courtyard,"C2,R20",0.4,39.35,62.157,,CLEAN
sep_courtyard_C2_R23_C2_R23,courtyard,"C2,R23",0.4,39.93,64.59,,CLEAN
sep_courtyard_C2_R27_C2_R27,courtyard,"C2,R27",0.4,147.69,159.139,,CLEAN
sep_courtyard_C2_R28_C2_R28,courtyard,"C2,R28",0.4,108.46,122.73,,CLEAN
sep_courtyard_C2_R30_C2_R30,courtyard,"C2,R30",0.4,46.2,67.643,,CLEAN
